"Species";"NFC";"Legume";"Order";"Family";"Data_fixing";"Source";"Source2";"Data_corrected";"Species_corrected";"Analysed_Werner_etal."
"Sphenostylis erecta";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Sphenostylis marginata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Sphenostylis stenocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stauracanthus genistoides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Strongylodon lucidus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Strongylodon macrobotrys";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Strongylodon ruber";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Strophostyles helvola";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Strophostyles leiosperma";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Strophostyles umbellata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes angustifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes biflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes fruticosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes bracteata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes calcicola";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes capitata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes debilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes erecta";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes gracilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes guianensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes hamata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes humilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes leiocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes linearifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes macrocephala";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes mexicana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes montevidensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes mucronata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes pilosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes riparia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes ruellioides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes scabra";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Stylosanthes tomentosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes tuberculata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Stylosanthes viscosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Sulla capitata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Sulla coronaria";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Sulla flexuosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Sulla glomerata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Sulla spinosissima";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Sutherlandia frutescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swainsona burkittii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona calcicola";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona campylantha";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swainsona canescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swainsona fissimontana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona flavicarinata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona forrestii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona galegifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona greyana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona incei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona kingii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona lessertiifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona maccullochiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona microphylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona novae";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona occidentalis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona oroboides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swainsona phacoides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swainsona procumbens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona pterostylis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swainsona rigida";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona stipularis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swainsona swainsonioides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swartzia acutifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swartzia apetala";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swartzia auriculata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swartzia bahiensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swartzia bannia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swartzia benthamiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swartzia caribaea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swartzia flaemingii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swartzia glazioviana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swartzia langsdorffii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swartzia laurifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swartzia latifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swartzia macrostachya";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swartzia pinnata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Swartzia simplex";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Swartzia trinitensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Syrmatium cytisoides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Syrmatium decumbens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Taverniera cuneifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Taverniera lappacea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Templetonia retusa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Templetonia sulcata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia acaciifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia adunca";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia aemula";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Tephrosia aequilata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia apollinea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia baueri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia bidwilli";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Tephrosia biflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia brachyodon";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia bracteolata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia burchellii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia candida";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia capensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia senna";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia cephalantha";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia chimanimaniana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia cinerea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia cordata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia coronilloides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia dasyphylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia decora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia pumila";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia dietrichiae";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia dregeana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia elata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia elongata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia euchroa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia festina";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia filipes";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia forbesii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia flagellaris";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia glomeruliflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia grandibracteata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia grandiflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Tephrosia heckmanniana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Tephrosia hookeriana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia incarnata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia juncea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Tephrosia linearis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia longipes";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia lupinifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia macropoda";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia maxima";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia micrantha";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia montana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia multijuga";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia natalensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia noctiflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia obovata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia pallens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Tephrosia paniculata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia paradoxa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia polystachya";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia praecana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia purpurea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia radicans";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia reptans";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia rhodesica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Tephrosia rigida";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Tephrosia rosea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Tephrosia rufula";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia rupicola";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia semiglabra";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia sessiliflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia shiluwanensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia sinapou";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia sparsiflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia sphaerospora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia spicata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia stormsii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia strigosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia subtriflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia subulata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia supina";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia tenella";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia uniflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia vestita";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia vicioides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia villosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Tephrosia virginiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia vogelii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia zombensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tephrosia zoutpansbergensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Teramnus labialis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Teramnus repens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Teramnus uncinatus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Teramnus volubilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tetragonolobus maritimus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tetragonolobus palaestinus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Tetragonolobus subpinnata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Teyleria koordersii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Thermopsis barbata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Thermopsis villosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Thermopsis lupinoides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Thermopsis inflata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Thermopsis lanceolata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Thermopsis macrophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Thermopsis montana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
